,name,exchange,instrument,product_code
0,五债1312,CFFEX,TF1312.CFX,TF
1,五债1403,CFFEX,TF1403.CFX,TF
2,五债1406,CFFEX,TF1406.CFX,TF
3,五债1409,CFFEX,TF1409.CFX,TF
4,五债1412,CFFEX,TF1412.CFX,TF
5,五债1503,CFFEX,TF1503.CFX,TF
6,五债1506,CFFEX,TF1506.CFX,TF
7,五债1509,CFFEX,TF1509.CFX,TF
8,五债1512,CFFEX,TF1512.CFX,TF
9,五债1603,CFFEX,TF1603.CFX,TF
10,五债1606,CFFEX,TF1606.CFX,TF
11,五债1609,CFFEX,TF1609.CFX,TF
12,五债1612,CFFEX,TF1612.CFX,TF
13,五债1703,CFFEX,TF1703.CFX,TF
14,五债1706,CFFEX,TF1706.CFX,TF
15,五债1709,CFFEX,TF1709.CFX,TF
16,五债1712,CFFEX,TF1712.CFX,TF
17,五债1803,CFFEX,TF1803.CFX,TF
18,五债1806,CFFEX,TF1806.CFX,TF
19,五债1809,CFFEX,TF1809.CFX,TF
20,五债1812,CFFEX,TF1812.CFX,TF
21,五债1903,CFFEX,TF1903.CFX,TF
22,五债1906,CFFEX,TF1906.CFX,TF
23,五债1909,CFFEX,TF1909.CFX,TF
24,五债1912,CFFEX,TF1912.CFX,TF
25,五债2003,CFFEX,TF2003.CFX,TF
26,五债2006,CFFEX,TF2006.CFX,TF
27,五债2009,CFFEX,TF2009.CFX,TF
28,五债2012,CFFEX,TF2012.CFX,TF
29,五债2103,CFFEX,TF2103.CFX,TF
30,5年期国债2106,CFFEX,TF2106.CFX,TF
31,5年期国债2109,CFFEX,TF2109.CFX,TF
32,5年期国债2112,CFFEX,TF2112.CFX,TF
33,5年期国债2203,CFFEX,TF2203.CFX,TF
34,5年期国债2206,CFFEX,TF2206.CFX,TF
35,5年期国债2209,CFFEX,TF2209.CFX,TF
36,5年期国债主力,CFFEX,TF8888.CFX,TF
37,5年期国债指数,CFFEX,TF0000.CFX,TF
38,5年期国债前复权主力,CFFEX,TF9999.CFX,TF
39,动力煤1312,CZCE,TC1312.CZC,TC
40,动力煤1401,CZCE,TC1401.CZC,TC
41,动力煤1402,CZCE,TC1402.CZC,TC
42,动力煤1403,CZCE,TC1403.CZC,TC
43,动力煤1404,CZCE,TC1404.CZC,TC
44,动力煤1405,CZCE,TC1405.CZC,TC
45,动力煤1406,CZCE,TC1406.CZC,TC
46,动力煤1407,CZCE,TC1407.CZC,TC
47,动力煤1408,CZCE,TC1408.CZC,TC
48,动力煤1409,CZCE,TC1409.CZC,TC
49,动力煤1410,CZCE,TC1410.CZC,TC
50,动力煤1411,CZCE,TC1411.CZC,TC
51,动力煤1412,CZCE,TC1412.CZC,TC
52,动力煤1501,CZCE,TC1501.CZC,TC
53,动力煤1502,CZCE,TC1502.CZC,TC
54,动力煤1503,CZCE,TC1503.CZC,TC
55,动力煤1504,CZCE,TC1504.CZC,TC
56,动力煤1505,CZCE,TC1505.CZC,TC
57,动力煤1506,CZCE,TC1506.CZC,TC
58,动力煤1507,CZCE,TC1507.CZC,TC
59,动力煤1508,CZCE,TC1508.CZC,TC
60,动力煤1509,CZCE,TC1509.CZC,TC
61,动力煤1510,CZCE,TC1510.CZC,TC
62,动力煤1511,CZCE,TC1511.CZC,TC
63,动力煤1512,CZCE,TC1512.CZC,TC
64,动力煤1601,CZCE,TC1601.CZC,TC
65,动力煤1602,CZCE,TC1602.CZC,TC
66,动力煤1603,CZCE,TC1603.CZC,TC
67,动力煤1604,CZCE,TC1604.CZC,TC
68,动力煤主力,CZCE,TC8888.CZC,TC
69,动力煤指数,CZCE,TC0000.CZC,TC
70,动力煤前复权主力,CZCE,TC9999.CZC,TC
71,红枣1912,CZCE,CJ1912.CZC,CJ
72,红枣2001,CZCE,CJ2001.CZC,CJ
73,红枣2003,CZCE,CJ2003.CZC,CJ
74,红枣2005,CZCE,CJ2005.CZC,CJ
75,红枣2007,CZCE,CJ2007.CZC,CJ
76,红枣2009,CZCE,CJ2009.CZC,CJ
77,红枣2012,CZCE,CJ2012.CZC,CJ
78,红枣2101,CZCE,CJ2101.CZC,CJ
79,红枣2103,CZCE,CJ2103.CZC,CJ
80,红枣2105,CZCE,CJ2105.CZC,CJ
81,红枣107,CZCE,CJ2107.CZC,CJ
82,红枣109,CZCE,CJ2109.CZC,CJ
83,红枣112,CZCE,CJ2112.CZC,CJ
84,红枣201,CZCE,CJ2201.CZC,CJ
85,红枣203,CZCE,CJ2203.CZC,CJ
86,红枣205,CZCE,CJ2205.CZC,CJ
87,红枣207,CZCE,CJ2207.CZC,CJ
88,红枣209,CZCE,CJ2209.CZC,CJ
89,红枣301,CZCE,CJ2301.CZC,CJ
90,红枣212,CZCE,CJ2212.CZC,CJ
91,红枣主力,CZCE,CJ8888.CZC,CJ
92,红枣指数,CZCE,CJ0000.CZC,CJ
93,红枣前复权主力,CZCE,CJ9999.CZC,CJ
94,棕榈油0801,DCE,P0801.DCE,P
95,棕榈油0802,DCE,P0802.DCE,P
96,棕榈油0803,DCE,P0803.DCE,P
97,棕榈油0804,DCE,P0804.DCE,P
98,棕榈油0805,DCE,P0805.DCE,P
99,棕榈油0806,DCE,P0806.DCE,P
100,棕榈油0807,DCE,P0807.DCE,P
101,棕榈油0808,DCE,P0808.DCE,P
102,棕榈油0809,DCE,P0809.DCE,P
103,棕榈油0810,DCE,P0810.DCE,P
104,棕榈油0811,DCE,P0811.DCE,P
105,棕榈油0812,DCE,P0812.DCE,P
106,棕榈油0901,DCE,P0901.DCE,P
107,棕榈油0902,DCE,P0902.DCE,P
108,棕榈油0903,DCE,P0903.DCE,P
109,棕榈油0904,DCE,P0904.DCE,P
110,棕榈油0905,DCE,P0905.DCE,P
111,棕榈油0906,DCE,P0906.DCE,P
112,棕榈油0907,DCE,P0907.DCE,P
113,棕榈油0908,DCE,P0908.DCE,P
114,棕榈油0909,DCE,P0909.DCE,P
115,棕榈油0910,DCE,P0910.DCE,P
116,棕榈油0911,DCE,P0911.DCE,P
117,棕榈油0912,DCE,P0912.DCE,P
118,棕榈油1001,DCE,P1001.DCE,P
119,棕榈油1002,DCE,P1002.DCE,P
120,棕榈油1003,DCE,P1003.DCE,P
121,棕榈油1004,DCE,P1004.DCE,P
122,棕榈油1005,DCE,P1005.DCE,P
123,棕榈油1006,DCE,P1006.DCE,P
124,棕榈油1007,DCE,P1007.DCE,P
125,棕榈油1008,DCE,P1008.DCE,P
126,棕榈油1009,DCE,P1009.DCE,P
127,棕榈油1010,DCE,P1010.DCE,P
128,棕榈油1011,DCE,P1011.DCE,P
129,棕榈油1012,DCE,P1012.DCE,P
130,棕榈油1101,DCE,P1101.DCE,P
131,棕榈油1102,DCE,P1102.DCE,P
132,棕榈油1103,DCE,P1103.DCE,P
133,棕榈油1104,DCE,P1104.DCE,P
134,棕榈油1105,DCE,P1105.DCE,P
135,棕榈油1106,DCE,P1106.DCE,P
136,棕榈油1107,DCE,P1107.DCE,P
137,棕榈油1108,DCE,P1108.DCE,P
138,棕榈油1109,DCE,P1109.DCE,P
139,棕榈油1110,DCE,P1110.DCE,P
140,棕榈油1111,DCE,P1111.DCE,P
141,棕榈油1112,DCE,P1112.DCE,P
142,棕榈油1201,DCE,P1201.DCE,P
143,棕榈油1202,DCE,P1202.DCE,P
144,棕榈油1203,DCE,P1203.DCE,P
145,棕榈油1204,DCE,P1204.DCE,P
146,棕榈油1205,DCE,P1205.DCE,P
147,棕榈油1206,DCE,P1206.DCE,P
148,棕榈油1207,DCE,P1207.DCE,P
149,棕榈油1208,DCE,P1208.DCE,P
150,棕榈油1209,DCE,P1209.DCE,P
151,棕榈油1210,DCE,P1210.DCE,P
152,棕榈油1211,DCE,P1211.DCE,P
153,棕榈油1212,DCE,P1212.DCE,P
154,棕榈油1301,DCE,P1301.DCE,P
155,棕榈油1302,DCE,P1302.DCE,P
156,棕榈油1303,DCE,P1303.DCE,P
157,棕榈油1304,DCE,P1304.DCE,P
158,棕榈油1305,DCE,P1305.DCE,P
159,棕榈油1306,DCE,P1306.DCE,P
160,棕榈油1307,DCE,P1307.DCE,P
161,棕榈油1308,DCE,P1308.DCE,P
162,棕榈油1309,DCE,P1309.DCE,P
163,棕榈油1310,DCE,P1310.DCE,P
164,棕榈油1311,DCE,P1311.DCE,P
165,棕榈油1312,DCE,P1312.DCE,P
166,棕榈油1401,DCE,P1401.DCE,P
167,棕榈油1402,DCE,P1402.DCE,P
168,棕榈油1403,DCE,P1403.DCE,P
169,棕榈油1404,DCE,P1404.DCE,P
170,棕榈油1405,DCE,P1405.DCE,P
171,棕榈油1406,DCE,P1406.DCE,P
172,棕榈油1407,DCE,P1407.DCE,P
173,棕榈油1408,DCE,P1408.DCE,P
174,棕榈油1409,DCE,P1409.DCE,P
175,棕榈油1410,DCE,P1410.DCE,P
176,棕榈油1411,DCE,P1411.DCE,P
177,棕榈油1412,DCE,P1412.DCE,P
178,棕榈油1501,DCE,P1501.DCE,P
179,棕榈油1502,DCE,P1502.DCE,P
180,棕榈油1503,DCE,P1503.DCE,P
181,棕榈油1504,DCE,P1504.DCE,P
182,棕榈油1505,DCE,P1505.DCE,P
183,棕榈油1506,DCE,P1506.DCE,P
184,棕榈油1507,DCE,P1507.DCE,P
185,棕榈油1508,DCE,P1508.DCE,P
186,棕榈油1509,DCE,P1509.DCE,P
187,棕榈油1510,DCE,P1510.DCE,P
188,棕榈油1511,DCE,P1511.DCE,P
189,棕榈油1512,DCE,P1512.DCE,P
190,棕榈油1601,DCE,P1601.DCE,P
191,棕榈油1602,DCE,P1602.DCE,P
192,棕榈油1603,DCE,P1603.DCE,P
193,棕榈油1604,DCE,P1604.DCE,P
194,棕榈油1605,DCE,P1605.DCE,P
195,棕榈油1606,DCE,P1606.DCE,P
196,棕榈油1607,DCE,P1607.DCE,P
197,棕榈油1608,DCE,P1608.DCE,P
198,棕榈油1609,DCE,P1609.DCE,P
199,棕榈油1610,DCE,P1610.DCE,P
200,棕榈油1611,DCE,P1611.DCE,P
201,棕榈油1612,DCE,P1612.DCE,P
202,棕榈油1701,DCE,P1701.DCE,P
203,棕榈油1702,DCE,P1702.DCE,P
204,棕榈油1703,DCE,P1703.DCE,P
205,棕榈油1704,DCE,P1704.DCE,P
206,棕榈油1705,DCE,P1705.DCE,P
207,棕榈油1706,DCE,P1706.DCE,P
208,棕榈油1707,DCE,P1707.DCE,P
209,棕榈油1708,DCE,P1708.DCE,P
210,棕榈油1709,DCE,P1709.DCE,P
211,棕榈油1710,DCE,P1710.DCE,P
212,棕榈油1711,DCE,P1711.DCE,P
213,棕榈油1712,DCE,P1712.DCE,P
214,棕榈油1801,DCE,P1801.DCE,P
215,棕榈油1802,DCE,P1802.DCE,P
216,棕榈油1803,DCE,P1803.DCE,P
217,棕榈油1804,DCE,P1804.DCE,P
218,棕榈油1805,DCE,P1805.DCE,P
219,棕榈油1806,DCE,P1806.DCE,P
220,棕榈油1807,DCE,P1807.DCE,P
221,棕榈油1808,DCE,P1808.DCE,P
222,棕榈油1809,DCE,P1809.DCE,P
223,棕榈油1810,DCE,P1810.DCE,P
224,棕榈油1811,DCE,P1811.DCE,P
225,棕榈油1812,DCE,P1812.DCE,P
226,棕榈油1901,DCE,P1901.DCE,P
227,棕榈油1902,DCE,P1902.DCE,P
228,棕榈油1903,DCE,P1903.DCE,P
229,棕榈油1904,DCE,P1904.DCE,P
230,棕榈油1905,DCE,P1905.DCE,P
231,棕榈油1906,DCE,P1906.DCE,P
232,棕榈油1907,DCE,P1907.DCE,P
233,棕榈油1908,DCE,P1908.DCE,P
234,棕榈油1909,DCE,P1909.DCE,P
235,棕榈油1910,DCE,P1910.DCE,P
236,棕榈油1911,DCE,P1911.DCE,P
237,棕榈油1912,DCE,P1912.DCE,P
238,棕榈油2001,DCE,P2001.DCE,P
239,棕榈油2002,DCE,P2002.DCE,P
240,棕榈油2003,DCE,P2003.DCE,P
241,棕榈油2004,DCE,P2004.DCE,P
242,棕榈油2005,DCE,P2005.DCE,P
243,棕榈油2006,DCE,P2006.DCE,P
244,棕榈油2007,DCE,P2007.DCE,P
245,棕榈油2008,DCE,P2008.DCE,P
246,棕榈油2009,DCE,P2009.DCE,P
247,棕榈油2010,DCE,P2010.DCE,P
248,棕榈油2011,DCE,P2011.DCE,P
249,棕榈油2012,DCE,P2012.DCE,P
250,棕榈油2101,DCE,P2101.DCE,P
251,棕榈油2102,DCE,P2102.DCE,P
252,棕榈油2103,DCE,P2103.DCE,P
253,棕榈油2104,DCE,P2104.DCE,P
254,棕榈油2105,DCE,P2105.DCE,P
255,棕榈油2106,DCE,P2106.DCE,P
256,棕榈油2107,DCE,P2107.DCE,P
257,棕榈油2108,DCE,P2108.DCE,P
258,棕榈油2109,DCE,P2109.DCE,P
259,棕榈油2110,DCE,P2110.DCE,P
260,棕榈油2111,DCE,P2111.DCE,P
261,棕榈油2112,DCE,P2112.DCE,P
262,棕榈油2201,DCE,P2201.DCE,P
263,棕榈油2204,DCE,P2204.DCE,P
264,棕榈油2203,DCE,P2203.DCE,P
265,棕榈油2202,DCE,P2202.DCE,P
266,棕榈油2206,DCE,P2206.DCE,P
267,棕榈油2205,DCE,P2205.DCE,P
268,棕榈油2207,DCE,P2207.DCE,P
269,棕榈油2208,DCE,P2208.DCE,P
270,棕榈油2209,DCE,P2209.DCE,P
271,棕榈油2301,DCE,P2301.DCE,P
272,棕榈油2210,DCE,P2210.DCE,P
273,棕榈油2211,DCE,P2211.DCE,P
274,棕榈油2212,DCE,P2212.DCE,P
275,棕榈油主力,DCE,P8888.DCE,P
276,棕榈油指数,DCE,P0000.DCE,P
277,棕榈油前复权主力,DCE,P9999.DCE,P
278,沪金0806,SHFE,AU0806.SHF,AU
279,沪金0807,SHFE,AU0807.SHF,AU
280,沪金0808,SHFE,AU0808.SHF,AU
281,沪金0809,SHFE,AU0809.SHF,AU
282,沪金0810,SHFE,AU0810.SHF,AU
283,沪金0811,SHFE,AU0811.SHF,AU
284,沪金0812,SHFE,AU0812.SHF,AU
285,沪金0901,SHFE,AU0901.SHF,AU
286,沪金0902,SHFE,AU0902.SHF,AU
287,沪金0903,SHFE,AU0903.SHF,AU
288,沪金0904,SHFE,AU0904.SHF,AU
289,沪金0905,SHFE,AU0905.SHF,AU
290,沪金0906,SHFE,AU0906.SHF,AU
291,沪金0907,SHFE,AU0907.SHF,AU
292,沪金0908,SHFE,AU0908.SHF,AU
293,沪金0909,SHFE,AU0909.SHF,AU
294,沪金0910,SHFE,AU0910.SHF,AU
295,沪金0911,SHFE,AU0911.SHF,AU
296,沪金0912,SHFE,AU0912.SHF,AU
297,沪金1001,SHFE,AU1001.SHF,AU
298,沪金1002,SHFE,AU1002.SHF,AU
299,沪金1003,SHFE,AU1003.SHF,AU
300,沪金1004,SHFE,AU1004.SHF,AU
301,沪金1005,SHFE,AU1005.SHF,AU
302,沪金1006,SHFE,AU1006.SHF,AU
303,沪金1007,SHFE,AU1007.SHF,AU
304,沪金1008,SHFE,AU1008.SHF,AU
305,沪金1009,SHFE,AU1009.SHF,AU
306,沪金1010,SHFE,AU1010.SHF,AU
307,沪金1011,SHFE,AU1011.SHF,AU
308,沪金1012,SHFE,AU1012.SHF,AU
309,沪金1101,SHFE,AU1101.SHF,AU
310,沪金1102,SHFE,AU1102.SHF,AU
311,沪金1103,SHFE,AU1103.SHF,AU
312,沪金1104,SHFE,AU1104.SHF,AU
313,沪金1105,SHFE,AU1105.SHF,AU
314,沪金1106,SHFE,AU1106.SHF,AU
315,沪金1107,SHFE,AU1107.SHF,AU
316,沪金1108,SHFE,AU1108.SHF,AU
317,沪金1109,SHFE,AU1109.SHF,AU
318,沪金1110,SHFE,AU1110.SHF,AU
319,沪金1111,SHFE,AU1111.SHF,AU
320,沪金1112,SHFE,AU1112.SHF,AU
321,沪金1201,SHFE,AU1201.SHF,AU
322,沪金1202,SHFE,AU1202.SHF,AU
323,沪金1203,SHFE,AU1203.SHF,AU
324,沪金1204,SHFE,AU1204.SHF,AU
325,沪金1205,SHFE,AU1205.SHF,AU
326,沪金1206,SHFE,AU1206.SHF,AU
327,沪金1207,SHFE,AU1207.SHF,AU
328,沪金1208,SHFE,AU1208.SHF,AU
329,沪金1209,SHFE,AU1209.SHF,AU
330,沪金1210,SHFE,AU1210.SHF,AU
331,沪金1211,SHFE,AU1211.SHF,AU
332,沪金1212,SHFE,AU1212.SHF,AU
333,沪金1301,SHFE,AU1301.SHF,AU
334,沪金1302,SHFE,AU1302.SHF,AU
335,沪金1303,SHFE,AU1303.SHF,AU
336,沪金1304,SHFE,AU1304.SHF,AU
337,沪金1305,SHFE,AU1305.SHF,AU
338,沪金1306,SHFE,AU1306.SHF,AU
339,沪金1307,SHFE,AU1307.SHF,AU
340,沪金1308,SHFE,AU1308.SHF,AU
341,沪金1309,SHFE,AU1309.SHF,AU
342,沪金1310,SHFE,AU1310.SHF,AU
343,沪金1311,SHFE,AU1311.SHF,AU
344,沪金1312,SHFE,AU1312.SHF,AU
345,沪金1401,SHFE,AU1401.SHF,AU
346,沪金1402,SHFE,AU1402.SHF,AU
347,沪金1403,SHFE,AU1403.SHF,AU
348,沪金1404,SHFE,AU1404.SHF,AU
349,沪金1405,SHFE,AU1405.SHF,AU
350,沪金1406,SHFE,AU1406.SHF,AU
351,沪金1407,SHFE,AU1407.SHF,AU
352,沪金1408,SHFE,AU1408.SHF,AU
353,沪金1409,SHFE,AU1409.SHF,AU
354,沪金1410,SHFE,AU1410.SHF,AU
355,沪金1411,SHFE,AU1411.SHF,AU
356,沪金1412,SHFE,AU1412.SHF,AU
357,沪金1501,SHFE,AU1501.SHF,AU
358,沪金1502,SHFE,AU1502.SHF,AU
359,沪金1503,SHFE,AU1503.SHF,AU
360,沪金1504,SHFE,AU1504.SHF,AU
361,沪金1505,SHFE,AU1505.SHF,AU
362,沪金1506,SHFE,AU1506.SHF,AU
363,沪金1507,SHFE,AU1507.SHF,AU
364,沪金1508,SHFE,AU1508.SHF,AU
365,沪金1509,SHFE,AU1509.SHF,AU
366,沪金1510,SHFE,AU1510.SHF,AU
367,沪金1511,SHFE,AU1511.SHF,AU
368,沪金1512,SHFE,AU1512.SHF,AU
369,沪金1601,SHFE,AU1601.SHF,AU
370,沪金1602,SHFE,AU1602.SHF,AU
371,沪金1603,SHFE,AU1603.SHF,AU
372,沪金1604,SHFE,AU1604.SHF,AU
373,沪金1605,SHFE,AU1605.SHF,AU
374,沪金1606,SHFE,AU1606.SHF,AU
375,沪金1607,SHFE,AU1607.SHF,AU
376,沪金1608,SHFE,AU1608.SHF,AU
377,沪金1609,SHFE,AU1609.SHF,AU
378,沪金1610,SHFE,AU1610.SHF,AU
379,沪金1611,SHFE,AU1611.SHF,AU
380,沪金1612,SHFE,AU1612.SHF,AU
381,沪金1701,SHFE,AU1701.SHF,AU
382,沪金1702,SHFE,AU1702.SHF,AU
383,沪金1703,SHFE,AU1703.SHF,AU
384,沪金1704,SHFE,AU1704.SHF,AU
385,沪金1705,SHFE,AU1705.SHF,AU
386,沪金1706,SHFE,AU1706.SHF,AU
387,沪金1707,SHFE,AU1707.SHF,AU
388,沪金1708,SHFE,AU1708.SHF,AU
389,沪金1709,SHFE,AU1709.SHF,AU
390,沪金1710,SHFE,AU1710.SHF,AU
391,沪金1711,SHFE,AU1711.SHF,AU
392,沪金1712,SHFE,AU1712.SHF,AU
393,沪金1801,SHFE,AU1801.SHF,AU
394,沪金1802,SHFE,AU1802.SHF,AU
395,沪金1803,SHFE,AU1803.SHF,AU
396,沪金1804,SHFE,AU1804.SHF,AU
397,沪金1805,SHFE,AU1805.SHF,AU
398,沪金1806,SHFE,AU1806.SHF,AU
399,沪金1807,SHFE,AU1807.SHF,AU
400,沪金1808,SHFE,AU1808.SHF,AU
401,沪金1809,SHFE,AU1809.SHF,AU
402,沪金1810,SHFE,AU1810.SHF,AU
403,沪金1811,SHFE,AU1811.SHF,AU
404,沪金1812,SHFE,AU1812.SHF,AU
405,沪金1901,SHFE,AU1901.SHF,AU
406,沪金1902,SHFE,AU1902.SHF,AU
407,沪金1903,SHFE,AU1903.SHF,AU
408,沪金1904,SHFE,AU1904.SHF,AU
409,沪金1905,SHFE,AU1905.SHF,AU
410,沪金1906,SHFE,AU1906.SHF,AU
411,沪金1907,SHFE,AU1907.SHF,AU
412,沪金1908,SHFE,AU1908.SHF,AU
413,沪金1909,SHFE,AU1909.SHF,AU
414,沪金1910,SHFE,AU1910.SHF,AU
415,沪金1911,SHFE,AU1911.SHF,AU
416,沪金1912,SHFE,AU1912.SHF,AU
417,沪金2001,SHFE,AU2001.SHF,AU
418,沪金2002,SHFE,AU2002.SHF,AU
419,沪金2003,SHFE,AU2003.SHF,AU
420,沪金2004,SHFE,AU2004.SHF,AU
421,沪金2005,SHFE,AU2005.SHF,AU
422,沪金2006,SHFE,AU2006.SHF,AU
423,沪金2007,SHFE,AU2007.SHF,AU
424,沪金2008,SHFE,AU2008.SHF,AU
425,沪金2009,SHFE,AU2009.SHF,AU
426,沪金2010,SHFE,AU2010.SHF,AU
427,沪金2011,SHFE,AU2011.SHF,AU
428,沪金2012,SHFE,AU2012.SHF,AU
429,黄金2101,SHFE,AU2101.SHF,AU
430,沪金2102,SHFE,AU2102.SHF,AU
431,黄金2103,SHFE,AU2103.SHF,AU
432,沪金2104,SHFE,AU2104.SHF,AU
433,黄金2105,SHFE,AU2105.SHF,AU
434,黄金2106,SHFE,AU2106.SHF,AU
435,黄金2107,SHFE,AU2107.SHF,AU
436,黄金2108,SHFE,AU2108.SHF,AU
437,黄金2109,SHFE,AU2109.SHF,AU
438,黄金2110,SHFE,AU2110.SHF,AU
439,黄金2111,SHFE,AU2111.SHF,AU
440,黄金2112,SHFE,AU2112.SHF,AU
441,黄金2201,SHFE,AU2201.SHF,AU
442,黄金2202,SHFE,AU2202.SHF,AU
443,黄金2206,SHFE,AU2206.SHF,AU
444,黄金2204,SHFE,AU2204.SHF,AU
445,黄金2208,SHFE,AU2208.SHF,AU
446,黄金2210,SHFE,AU2210.SHF,AU
447,黄金2203,SHFE,AU2203.SHF,AU
448,黄金2302,SHFE,AU2302.SHF,AU
449,黄金2212,SHFE,AU2212.SHF,AU
450,黄金主力,SHFE,AU8888.SHF,AU
451,黄金指数,SHFE,AU0000.SHF,AU
452,黄金前复权主力,SHFE,AU9999.SHF,AU
453,菜籽1307,CZCE,RS1307.CZC,RS
454,菜籽1308,CZCE,RS1308.CZC,RS
455,菜籽1309,CZCE,RS1309.CZC,RS
456,菜籽1311,CZCE,RS1311.CZC,RS
457,菜籽1407,CZCE,RS1407.CZC,RS
458,菜籽1408,CZCE,RS1408.CZC,RS
459,菜籽1409,CZCE,RS1409.CZC,RS
460,菜籽1411,CZCE,RS1411.CZC,RS
461,菜籽1507,CZCE,RS1507.CZC,RS
462,菜籽1508,CZCE,RS1508.CZC,RS
463,菜籽1509,CZCE,RS1509.CZC,RS
464,菜籽1511,CZCE,RS1511.CZC,RS
465,菜籽1607,CZCE,RS1607.CZC,RS
466,菜籽1608,CZCE,RS1608.CZC,RS
467,菜籽1609,CZCE,RS1609.CZC,RS
468,菜籽1611,CZCE,RS1611.CZC,RS
469,菜籽1707,CZCE,RS1707.CZC,RS
470,菜籽1708,CZCE,RS1708.CZC,RS
471,菜籽1709,CZCE,RS1709.CZC,RS
472,菜籽1711,CZCE,RS1711.CZC,RS
473,菜籽1807,CZCE,RS1807.CZC,RS
474,菜籽1808,CZCE,RS1808.CZC,RS
475,菜籽1809,CZCE,RS1809.CZC,RS
476,菜籽1811,CZCE,RS1811.CZC,RS
477,菜籽1907,CZCE,RS1907.CZC,RS
478,菜籽1908,CZCE,RS1908.CZC,RS
479,菜籽1909,CZCE,RS1909.CZC,RS
480,菜籽1911,CZCE,RS1911.CZC,RS
481,菜籽2007,CZCE,RS2007.CZC,RS
482,菜籽2008,CZCE,RS2008.CZC,RS
483,菜籽2009,CZCE,RS2009.CZC,RS
484,菜籽2011,CZCE,RS2011.CZC,RS
485,油菜籽107,CZCE,RS2107.CZC,RS
486,油菜籽108,CZCE,RS2108.CZC,RS
487,油菜籽109,CZCE,RS2109.CZC,RS
488,油菜籽111,CZCE,RS2111.CZC,RS
489,油菜籽207,CZCE,RS2207.CZC,RS
490,油菜籽208,CZCE,RS2208.CZC,RS
491,油菜籽209,CZCE,RS2209.CZC,RS
492,油菜籽211,CZCE,RS2211.CZC,RS
493,油菜籽主力,CZCE,RS8888.CZC,RS
494,油菜籽指数,CZCE,RS0000.CZC,RS
495,油菜籽前复权主力,CZCE,RS9999.CZC,RS
496,豆油0603,DCE,Y0603.DCE,Y
497,豆油0605,DCE,Y0605.DCE,Y
498,豆油0607,DCE,Y0607.DCE,Y
499,豆油0608,DCE,Y0608.DCE,Y
500,豆油0609,DCE,Y0609.DCE,Y
501,豆油0611,DCE,Y0611.DCE,Y
502,豆油0612,DCE,Y0612.DCE,Y
503,豆油0701,DCE,Y0701.DCE,Y
504,豆油0703,DCE,Y0703.DCE,Y
505,豆油0705,DCE,Y0705.DCE,Y
506,豆油0707,DCE,Y0707.DCE,Y
507,豆油0708,DCE,Y0708.DCE,Y
508,豆油0709,DCE,Y0709.DCE,Y
509,豆油0711,DCE,Y0711.DCE,Y
510,豆油0712,DCE,Y0712.DCE,Y
511,豆油0801,DCE,Y0801.DCE,Y
512,豆油0803,DCE,Y0803.DCE,Y
513,豆油0805,DCE,Y0805.DCE,Y
514,豆油0807,DCE,Y0807.DCE,Y
515,豆油0808,DCE,Y0808.DCE,Y
516,豆油0809,DCE,Y0809.DCE,Y
517,豆油0811,DCE,Y0811.DCE,Y
518,豆油0812,DCE,Y0812.DCE,Y
519,豆油0901,DCE,Y0901.DCE,Y
520,豆油0903,DCE,Y0903.DCE,Y
521,豆油0905,DCE,Y0905.DCE,Y
522,豆油0907,DCE,Y0907.DCE,Y
523,豆油0908,DCE,Y0908.DCE,Y
524,豆油0909,DCE,Y0909.DCE,Y
525,豆油0911,DCE,Y0911.DCE,Y
526,豆油0912,DCE,Y0912.DCE,Y
527,豆油1001,DCE,Y1001.DCE,Y
528,豆油1003,DCE,Y1003.DCE,Y
529,豆油1005,DCE,Y1005.DCE,Y
530,豆油1007,DCE,Y1007.DCE,Y
531,豆油1008,DCE,Y1008.DCE,Y
532,豆油1009,DCE,Y1009.DCE,Y
533,豆油1011,DCE,Y1011.DCE,Y
534,豆油1012,DCE,Y1012.DCE,Y
535,豆油1101,DCE,Y1101.DCE,Y
536,豆油1103,DCE,Y1103.DCE,Y
537,豆油1105,DCE,Y1105.DCE,Y
538,豆油1107,DCE,Y1107.DCE,Y
539,豆油1108,DCE,Y1108.DCE,Y
540,豆油1109,DCE,Y1109.DCE,Y
541,豆油1111,DCE,Y1111.DCE,Y
542,豆油1112,DCE,Y1112.DCE,Y
543,豆油1201,DCE,Y1201.DCE,Y
544,豆油1203,DCE,Y1203.DCE,Y
545,豆油1205,DCE,Y1205.DCE,Y
546,豆油1207,DCE,Y1207.DCE,Y
547,豆油1208,DCE,Y1208.DCE,Y
548,豆油1209,DCE,Y1209.DCE,Y
549,豆油1211,DCE,Y1211.DCE,Y
550,豆油1212,DCE,Y1212.DCE,Y
551,豆油1301,DCE,Y1301.DCE,Y
552,豆油1303,DCE,Y1303.DCE,Y
553,豆油1305,DCE,Y1305.DCE,Y
554,豆油1307,DCE,Y1307.DCE,Y
555,豆油1308,DCE,Y1308.DCE,Y
556,豆油1309,DCE,Y1309.DCE,Y
557,豆油1311,DCE,Y1311.DCE,Y
558,豆油1312,DCE,Y1312.DCE,Y
559,豆油1401,DCE,Y1401.DCE,Y
560,豆油1403,DCE,Y1403.DCE,Y
561,豆油1405,DCE,Y1405.DCE,Y
562,豆油1407,DCE,Y1407.DCE,Y
