,name,exchange,instrument,product_code
1889,甲醇指数,CZCE,MA0000.CZC,MA
1890,甲醇前复权主力,CZCE,MA9999.CZC,MA
1891,沪深300期货次月,CFFEX,IFL1.CFX,IFL
1892,沪深300期货当季,CFFEX,IFL2.CFX,IFL
1893,沪深300期货下季,CFFEX,IFL3.CFX,IFL
1894,液化石油气2105,DCE,PG2105.DCE,PG
1895,液化石油气2011,DCE,PG2011.DCE,PG
1896,液化石油气2012,DCE,PG2012.DCE,PG
1897,液化石油气2101,DCE,PG2101.DCE,PG
1898,液化石油气2102,DCE,PG2102.DCE,PG
1899,液化石油气2103,DCE,PG2103.DCE,PG
1900,液化石油气2104,DCE,PG2104.DCE,PG
1901,液化石油气2106,DCE,PG2106.DCE,PG
1902,液化石油气2107,DCE,PG2107.DCE,PG
1903,液化石油气2108,DCE,PG2108.DCE,PG
1904,液化石油气2109,DCE,PG2109.DCE,PG
1905,液化石油气2110,DCE,PG2110.DCE,PG
1906,液化石油气2111,DCE,PG2111.DCE,PG
1907,液化石油气2112,DCE,PG2112.DCE,PG
1908,液化石油气2201,DCE,PG2201.DCE,PG
1909,液化石油气2204,DCE,PG2204.DCE,PG
1910,液化石油气2202,DCE,PG2202.DCE,PG
1911,液化石油气2203,DCE,PG2203.DCE,PG
1912,液化石油气2205,DCE,PG2205.DCE,PG
1913,液化石油气2207,DCE,PG2207.DCE,PG
1914,液化石油气2206,DCE,PG2206.DCE,PG
1915,液化石油气2208,DCE,PG2208.DCE,PG
1916,液化石油气2209,DCE,PG2209.DCE,PG
1917,液化石油气2301,DCE,PG2301.DCE,PG
1918,液化石油气2210,DCE,PG2210.DCE,PG
1919,液化石油气2212,DCE,PG2212.DCE,PG
1920,液化石油气2211,DCE,PG2211.DCE,PG
1921,液化石油气主力,DCE,PG8888.DCE,PG
1922,液化石油气指数,DCE,PG0000.DCE,PG
1923,液化石油气前复权主力,DCE,PG9999.DCE,PG
1924,苯乙烯2004,DCE,EB2004.DCE,EB
1925,苯乙烯2005,DCE,EB2005.DCE,EB
1926,苯乙烯2006,DCE,EB2006.DCE,EB
1927,苯乙烯2007,DCE,EB2007.DCE,EB
1928,苯乙烯2008,DCE,EB2008.DCE,EB
1929,苯乙烯2009,DCE,EB2009.DCE,EB
1930,苯乙烯2010,DCE,EB2010.DCE,EB
1931,苯乙烯2011,DCE,EB2011.DCE,EB
1932,苯乙烯2012,DCE,EB2012.DCE,EB
1933,苯乙烯2101,DCE,EB2101.DCE,EB
1934,苯乙烯2102,DCE,EB2102.DCE,EB
1935,苯乙烯2103,DCE,EB2103.DCE,EB
1936,苯乙烯2104,DCE,EB2104.DCE,EB
1937,苯乙烯2105,DCE,EB2105.DCE,EB
1938,苯乙烯2106,DCE,EB2106.DCE,EB
1939,苯乙烯2107,DCE,EB2107.DCE,EB
1940,苯乙烯2108,DCE,EB2108.DCE,EB
1941,苯乙烯2109,DCE,EB2109.DCE,EB
1942,苯乙烯2110,DCE,EB2110.DCE,EB
1943,苯乙烯2111,DCE,EB2111.DCE,EB
1944,苯乙烯2112,DCE,EB2112.DCE,EB
1945,苯乙烯2201,DCE,EB2201.DCE,EB
1946,苯乙烯2204,DCE,EB2204.DCE,EB
1947,苯乙烯2202,DCE,EB2202.DCE,EB
1948,苯乙烯2203,DCE,EB2203.DCE,EB
1949,苯乙烯2205,DCE,EB2205.DCE,EB
1950,苯乙烯2207,DCE,EB2207.DCE,EB
1951,苯乙烯2206,DCE,EB2206.DCE,EB
1952,苯乙烯2209,DCE,EB2209.DCE,EB
1953,苯乙烯2208,DCE,EB2208.DCE,EB
1954,苯乙烯2301,DCE,EB2301.DCE,EB
1955,苯乙烯2210,DCE,EB2210.DCE,EB
1956,苯乙烯2212,DCE,EB2212.DCE,EB
1957,苯乙烯2211,DCE,EB2211.DCE,EB
1958,苯乙烯主力,DCE,EB8888.DCE,EB
1959,苯乙烯指数,DCE,EB0000.DCE,EB
1960,苯乙烯前复权主力,DCE,EB9999.DCE,EB
1961,郑棉0411,CZCE,CF0411.CZC,CF
1962,郑棉0412,CZCE,CF0412.CZC,CF
1963,郑棉0501,CZCE,CF0501.CZC,CF
1964,郑棉0503,CZCE,CF0503.CZC,CF
1965,郑棉0504,CZCE,CF0504.CZC,CF
1966,郑棉0505,CZCE,CF0505.CZC,CF
1967,郑棉0506,CZCE,CF0506.CZC,CF
1968,郑棉0507,CZCE,CF0507.CZC,CF
1969,郑棉0508,CZCE,CF0508.CZC,CF
1970,郑棉0509,CZCE,CF0509.CZC,CF
1971,郑棉0510,CZCE,CF0510.CZC,CF
1972,郑棉0511,CZCE,CF0511.CZC,CF
1973,郑棉0512,CZCE,CF0512.CZC,CF
1974,郑棉0601,CZCE,CF0601.CZC,CF
1975,郑棉0603,CZCE,CF0603.CZC,CF
1976,郑棉0604,CZCE,CF0604.CZC,CF
1977,郑棉0605,CZCE,CF0605.CZC,CF
1978,郑棉0606,CZCE,CF0606.CZC,CF
1979,郑棉0607,CZCE,CF0607.CZC,CF
1980,郑棉0608,CZCE,CF0608.CZC,CF
1981,郑棉0609,CZCE,CF0609.CZC,CF
1982,郑棉0610,CZCE,CF0610.CZC,CF
1983,郑棉0611,CZCE,CF0611.CZC,CF
1984,郑棉0612,CZCE,CF0612.CZC,CF
1985,郑棉0701,CZCE,CF0701.CZC,CF
1986,郑棉0703,CZCE,CF0703.CZC,CF
1987,郑棉0704,CZCE,CF0704.CZC,CF
1988,郑棉0705,CZCE,CF0705.CZC,CF
1989,郑棉0707,CZCE,CF0707.CZC,CF
1990,郑棉0709,CZCE,CF0709.CZC,CF
1991,郑棉0711,CZCE,CF0711.CZC,CF
1992,郑棉0801,CZCE,CF0801.CZC,CF
1993,郑棉0803,CZCE,CF0803.CZC,CF
1994,郑棉0805,CZCE,CF0805.CZC,CF
1995,郑棉0807,CZCE,CF0807.CZC,CF
1996,郑棉0809,CZCE,CF0809.CZC,CF
1997,郑棉0811,CZCE,CF0811.CZC,CF
1998,郑棉0901,CZCE,CF0901.CZC,CF
1999,郑棉0903,CZCE,CF0903.CZC,CF
2000,郑棉0905,CZCE,CF0905.CZC,CF
2001,郑棉0907,CZCE,CF0907.CZC,CF
2002,郑棉0909,CZCE,CF0909.CZC,CF
2003,郑棉0911,CZCE,CF0911.CZC,CF
2004,郑棉1001,CZCE,CF1001.CZC,CF
2005,郑棉1003,CZCE,CF1003.CZC,CF
2006,郑棉1005,CZCE,CF1005.CZC,CF
2007,郑棉1007,CZCE,CF1007.CZC,CF
2008,郑棉1009,CZCE,CF1009.CZC,CF
2009,郑棉1011,CZCE,CF1011.CZC,CF
2010,郑棉1101,CZCE,CF1101.CZC,CF
2011,郑棉1103,CZCE,CF1103.CZC,CF
2012,郑棉1105,CZCE,CF1105.CZC,CF
2013,郑棉1107,CZCE,CF1107.CZC,CF
2014,郑棉1109,CZCE,CF1109.CZC,CF
2015,郑棉1111,CZCE,CF1111.CZC,CF
2016,郑棉1201,CZCE,CF1201.CZC,CF
2017,郑棉1203,CZCE,CF1203.CZC,CF
2018,郑棉1205,CZCE,CF1205.CZC,CF
2019,郑棉1207,CZCE,CF1207.CZC,CF
2020,郑棉1209,CZCE,CF1209.CZC,CF
2021,郑棉1211,CZCE,CF1211.CZC,CF
2022,郑棉1301,CZCE,CF1301.CZC,CF
2023,郑棉1303,CZCE,CF1303.CZC,CF
2024,郑棉1305,CZCE,CF1305.CZC,CF
2025,郑棉1307,CZCE,CF1307.CZC,CF
2026,郑棉1309,CZCE,CF1309.CZC,CF
2027,郑棉1311,CZCE,CF1311.CZC,CF
2028,郑棉1401,CZCE,CF1401.CZC,CF
2029,郑棉1403,CZCE,CF1403.CZC,CF
2030,郑棉1405,CZCE,CF1405.CZC,CF
2031,郑棉1407,CZCE,CF1407.CZC,CF
2032,郑棉1409,CZCE,CF1409.CZC,CF
2033,郑棉1411,CZCE,CF1411.CZC,CF
2034,郑棉1501,CZCE,CF1501.CZC,CF
2035,郑棉1503,CZCE,CF1503.CZC,CF
2036,郑棉1505,CZCE,CF1505.CZC,CF
2037,郑棉1507,CZCE,CF1507.CZC,CF
2038,郑棉1509,CZCE,CF1509.CZC,CF
2039,郑棉1511,CZCE,CF1511.CZC,CF
2040,郑棉1601,CZCE,CF1601.CZC,CF
2041,郑棉1603,CZCE,CF1603.CZC,CF
2042,郑棉1605,CZCE,CF1605.CZC,CF
2043,郑棉1607,CZCE,CF1607.CZC,CF
2044,郑棉1609,CZCE,CF1609.CZC,CF
2045,郑棉1611,CZCE,CF1611.CZC,CF
2046,郑棉1701,CZCE,CF1701.CZC,CF
2047,郑棉1703,CZCE,CF1703.CZC,CF
2048,郑棉1705,CZCE,CF1705.CZC,CF
2049,郑棉1707,CZCE,CF1707.CZC,CF
2050,郑棉1709,CZCE,CF1709.CZC,CF
2051,郑棉1711,CZCE,CF1711.CZC,CF
2052,郑棉1801,CZCE,CF1801.CZC,CF
2053,郑棉1803,CZCE,CF1803.CZC,CF
2054,郑棉1805,CZCE,CF1805.CZC,CF
2055,郑棉1807,CZCE,CF1807.CZC,CF
2056,郑棉1809,CZCE,CF1809.CZC,CF
2057,郑棉1811,CZCE,CF1811.CZC,CF
2058,郑棉1901,CZCE,CF1901.CZC,CF
2059,郑棉1903,CZCE,CF1903.CZC,CF
2060,郑棉1905,CZCE,CF1905.CZC,CF
2061,郑棉1907,CZCE,CF1907.CZC,CF
2062,郑棉1909,CZCE,CF1909.CZC,CF
2063,郑棉1911,CZCE,CF1911.CZC,CF
2064,郑棉2001,CZCE,CF2001.CZC,CF
2065,郑棉2003,CZCE,CF2003.CZC,CF
2066,郑棉2005,CZCE,CF2005.CZC,CF
2067,郑棉2007,CZCE,CF2007.CZC,CF
2068,郑棉2009,CZCE,CF2009.CZC,CF
2069,郑棉2011,CZCE,CF2011.CZC,CF
2070,郑棉2101,CZCE,CF2101.CZC,CF
2071,郑棉2103,CZCE,CF2103.CZC,CF
2072,郑棉2105,CZCE,CF2105.CZC,CF
2073,一号棉花107,CZCE,CF2107.CZC,CF
2074,一号棉花109,CZCE,CF2109.CZC,CF
2075,一号棉花111,CZCE,CF2111.CZC,CF
2076,一号棉花201,CZCE,CF2201.CZC,CF
2077,一号棉花203,CZCE,CF2203.CZC,CF
2078,一号棉花205,CZCE,CF2205.CZC,CF
2079,一号棉花207,CZCE,CF2207.CZC,CF
2080,一号棉花209,CZCE,CF2209.CZC,CF
2081,一号棉花301,CZCE,CF2301.CZC,CF
2082,一号棉花211,CZCE,CF2211.CZC,CF
2083,一号棉花主力,CZCE,CF8888.CZC,CF
2084,一号棉花指数,CZCE,CF0000.CZC,CF
2085,一号棉花前复权主力,CZCE,CF9999.CZC,CF
2086,生猪2109,DCE,LH2109.DCE,LH
2087,生猪2111,DCE,LH2111.DCE,LH
2088,生猪2201,DCE,LH2201.DCE,LH
2089,生猪2203,DCE,LH2203.DCE,LH
2090,生猪2205,DCE,LH2205.DCE,LH
2091,生猪2207,DCE,LH2207.DCE,LH
2092,生猪2209,DCE,LH2209.DCE,LH
2093,生猪2301,DCE,LH2301.DCE,LH
2094,生猪2211,DCE,LH2211.DCE,LH
2095,生猪主力,DCE,LH8888.DCE,LH
2096,生猪指数,DCE,LH0000.DCE,LH
2097,生猪前复权主力,DCE,LH9999.DCE,LH
2098,硅铁1411,CZCE,SF1411.CZC,SF
2099,硅铁1412,CZCE,SF1412.CZC,SF
2100,硅铁1501,CZCE,SF1501.CZC,SF
2101,硅铁1502,CZCE,SF1502.CZC,SF
2102,硅铁1503,CZCE,SF1503.CZC,SF
2103,硅铁1504,CZCE,SF1504.CZC,SF
2104,硅铁1505,CZCE,SF1505.CZC,SF
2105,硅铁1506,CZCE,SF1506.CZC,SF
2106,硅铁1507,CZCE,SF1507.CZC,SF
2107,硅铁1508,CZCE,SF1508.CZC,SF
2108,硅铁1509,CZCE,SF1509.CZC,SF
2109,硅铁1510,CZCE,SF1510.CZC,SF
2110,硅铁1511,CZCE,SF1511.CZC,SF
2111,硅铁1512,CZCE,SF1512.CZC,SF
2112,硅铁1601,CZCE,SF1601.CZC,SF
2113,硅铁1602,CZCE,SF1602.CZC,SF
2114,硅铁1603,CZCE,SF1603.CZC,SF
2115,硅铁1604,CZCE,SF1604.CZC,SF
2116,硅铁1605,CZCE,SF1605.CZC,SF
2117,硅铁1606,CZCE,SF1606.CZC,SF
2118,硅铁1607,CZCE,SF1607.CZC,SF
2119,硅铁1608,CZCE,SF1608.CZC,SF
2120,硅铁1609,CZCE,SF1609.CZC,SF
2121,硅铁1610,CZCE,SF1610.CZC,SF
2122,硅铁1611,CZCE,SF1611.CZC,SF
2123,硅铁1612,CZCE,SF1612.CZC,SF
2124,硅铁1701,CZCE,SF1701.CZC,SF
2125,硅铁1702,CZCE,SF1702.CZC,SF
2126,硅铁1703,CZCE,SF1703.CZC,SF
2127,硅铁1704,CZCE,SF1704.CZC,SF
2128,硅铁1705,CZCE,SF1705.CZC,SF
2129,硅铁1706,CZCE,SF1706.CZC,SF
2130,硅铁1707,CZCE,SF1707.CZC,SF
2131,硅铁1708,CZCE,SF1708.CZC,SF
2132,硅铁1709,CZCE,SF1709.CZC,SF
2133,硅铁1710,CZCE,SF1710.CZC,SF
2134,硅铁1711,CZCE,SF1711.CZC,SF
2135,硅铁1712,CZCE,SF1712.CZC,SF
2136,硅铁1801,CZCE,SF1801.CZC,SF
2137,硅铁1802,CZCE,SF1802.CZC,SF
2138,硅铁1803,CZCE,SF1803.CZC,SF
2139,硅铁1804,CZCE,SF1804.CZC,SF
2140,硅铁1805,CZCE,SF1805.CZC,SF
2141,硅铁1806,CZCE,SF1806.CZC,SF
2142,硅铁1807,CZCE,SF1807.CZC,SF
2143,硅铁1808,CZCE,SF1808.CZC,SF
2144,硅铁1809,CZCE,SF1809.CZC,SF
2145,硅铁1810,CZCE,SF1810.CZC,SF
2146,硅铁1811,CZCE,SF1811.CZC,SF
2147,硅铁1812,CZCE,SF1812.CZC,SF
2148,硅铁1901,CZCE,SF1901.CZC,SF
2149,硅铁1902,CZCE,SF1902.CZC,SF
2150,硅铁1903,CZCE,SF1903.CZC,SF
2151,硅铁1904,CZCE,SF1904.CZC,SF
2152,硅铁1905,CZCE,SF1905.CZC,SF
2153,硅铁1906,CZCE,SF1906.CZC,SF
2154,硅铁1907,CZCE,SF1907.CZC,SF
2155,硅铁1908,CZCE,SF1908.CZC,SF
2156,硅铁1909,CZCE,SF1909.CZC,SF
2157,硅铁1910,CZCE,SF1910.CZC,SF
2158,硅铁1911,CZCE,SF1911.CZC,SF
2159,硅铁1912,CZCE,SF1912.CZC,SF
2160,硅铁2001,CZCE,SF2001.CZC,SF
2161,硅铁2002,CZCE,SF2002.CZC,SF
2162,硅铁2003,CZCE,SF2003.CZC,SF
2163,硅铁2004,CZCE,SF2004.CZC,SF
2164,硅铁2005,CZCE,SF2005.CZC,SF
2165,硅铁2006,CZCE,SF2006.CZC,SF
2166,硅铁2007,CZCE,SF2007.CZC,SF
2167,硅铁2008,CZCE,SF2008.CZC,SF
2168,硅铁2009,CZCE,SF2009.CZC,SF
2169,硅铁2010,CZCE,SF2010.CZC,SF
2170,硅铁2011,CZCE,SF2011.CZC,SF
2171,硅铁2012,CZCE,SF2012.CZC,SF
2172,硅铁2101,CZCE,SF2101.CZC,SF
2173,硅铁2102,CZCE,SF2102.CZC,SF
2174,硅铁2103,CZCE,SF2103.CZC,SF
2175,硅铁2104,CZCE,SF2104.CZC,SF
2176,硅铁2105,CZCE,SF2105.CZC,SF
2177,硅铁106,CZCE,SF2106.CZC,SF
2178,硅铁107,CZCE,SF2107.CZC,SF
2179,硅铁108,CZCE,SF2108.CZC,SF
2180,硅铁109,CZCE,SF2109.CZC,SF
2181,硅铁110,CZCE,SF2110.CZC,SF
2182,硅铁111,CZCE,SF2111.CZC,SF
2183,硅铁112,CZCE,SF2112.CZC,SF
2184,硅铁201,CZCE,SF2201.CZC,SF
2185,硅铁202,CZCE,SF2202.CZC,SF
2186,硅铁204,CZCE,SF2204.CZC,SF
2187,硅铁203,CZCE,SF2203.CZC,SF
2188,硅铁206,CZCE,SF2206.CZC,SF
2189,硅铁205,CZCE,SF2205.CZC,SF
2190,硅铁207,CZCE,SF2207.CZC,SF
2191,硅铁208,CZCE,SF2208.CZC,SF
2192,硅铁209,CZCE,SF2209.CZC,SF
2193,硅铁301,CZCE,SF2301.CZC,SF
2194,硅铁210,CZCE,SF2210.CZC,SF
2195,硅铁211,CZCE,SF2211.CZC,SF
2196,硅铁212,CZCE,SF2212.CZC,SF
2197,硅铁主力,CZCE,SF8888.CZC,SF
2198,硅铁指数,CZCE,SF0000.CZC,SF
2199,硅铁前复权主力,CZCE,SF9999.CZC,SF
2200,花生仁110,CZCE,PK2110.CZC,PK
2201,花生仁111,CZCE,PK2111.CZC,PK
2202,花生仁112,CZCE,PK2112.CZC,PK
2203,花生仁201,CZCE,PK2201.CZC,PK
2204,花生仁203,CZCE,PK2203.CZC,PK
2205,花生仁204,CZCE,PK2204.CZC,PK
2206,花生仁210,CZCE,PK2210.CZC,PK
2207,花生仁301,CZCE,PK2301.CZC,PK
2208,花生仁211,CZCE,PK2211.CZC,PK
2209,花生仁212,CZCE,PK2212.CZC,PK
2210,花生仁主力,CZCE,PK8888.CZC,PK
2211,花生仁指数,CZCE,PK0000.CZC,PK
2212,花生仁前复权主力,CZCE,PK9999.CZC,PK
2213,白糖0605,CZCE,SR0605.CZC,SR
2214,白糖0607,CZCE,SR0607.CZC,SR
2215,白糖0609,CZCE,SR0609.CZC,SR
2216,白糖0611,CZCE,SR0611.CZC,SR
2217,白糖0701,CZCE,SR0701.CZC,SR
2218,白糖0703,CZCE,SR0703.CZC,SR
2219,白糖0705,CZCE,SR0705.CZC,SR
2220,白糖0707,CZCE,SR0707.CZC,SR
2221,白糖0709,CZCE,SR0709.CZC,SR
2222,白糖0711,CZCE,SR0711.CZC,SR
2223,白糖0801,CZCE,SR0801.CZC,SR
2224,白糖0803,CZCE,SR0803.CZC,SR
2225,白糖0805,CZCE,SR0805.CZC,SR
2226,白糖0807,CZCE,SR0807.CZC,SR
2227,白糖0809,CZCE,SR0809.CZC,SR
2228,白糖0811,CZCE,SR0811.CZC,SR
2229,白糖0901,CZCE,SR0901.CZC,SR
2230,白糖0903,CZCE,SR0903.CZC,SR
2231,白糖0905,CZCE,SR0905.CZC,SR
2232,白糖0907,CZCE,SR0907.CZC,SR
2233,白糖0909,CZCE,SR0909.CZC,SR
2234,白糖0911,CZCE,SR0911.CZC,SR
2235,白糖1001,CZCE,SR1001.CZC,SR
2236,白糖1003,CZCE,SR1003.CZC,SR
2237,白糖1005,CZCE,SR1005.CZC,SR
2238,白糖1007,CZCE,SR1007.CZC,SR
2239,白糖1009,CZCE,SR1009.CZC,SR
2240,白糖1011,CZCE,SR1011.CZC,SR
2241,白糖1101,CZCE,SR1101.CZC,SR
2242,白糖1103,CZCE,SR1103.CZC,SR
2243,白糖1105,CZCE,SR1105.CZC,SR
2244,白糖1107,CZCE,SR1107.CZC,SR
2245,白糖1109,CZCE,SR1109.CZC,SR
2246,白糖1111,CZCE,SR1111.CZC,SR
2247,白糖1201,CZCE,SR1201.CZC,SR
2248,白糖1203,CZCE,SR1203.CZC,SR
2249,白糖1205,CZCE,SR1205.CZC,SR
2250,白糖1207,CZCE,SR1207.CZC,SR
2251,白糖1209,CZCE,SR1209.CZC,SR
2252,白糖1211,CZCE,SR1211.CZC,SR
2253,白糖1301,CZCE,SR1301.CZC,SR
2254,白糖1303,CZCE,SR1303.CZC,SR
2255,白糖1305,CZCE,SR1305.CZC,SR
2256,白糖1307,CZCE,SR1307.CZC,SR
2257,白糖1309,CZCE,SR1309.CZC,SR
2258,白糖1311,CZCE,SR1311.CZC,SR
2259,白糖1401,CZCE,SR1401.CZC,SR
2260,白糖1403,CZCE,SR1403.CZC,SR
2261,白糖1405,CZCE,SR1405.CZC,SR
2262,白糖1407,CZCE,SR1407.CZC,SR
2263,白糖1409,CZCE,SR1409.CZC,SR
2264,白糖1411,CZCE,SR1411.CZC,SR
2265,白糖1501,CZCE,SR1501.CZC,SR
2266,白糖1503,CZCE,SR1503.CZC,SR
2267,白糖1505,CZCE,SR1505.CZC,SR
2268,白糖1507,CZCE,SR1507.CZC,SR
2269,白糖1509,CZCE,SR1509.CZC,SR
2270,白糖1511,CZCE,SR1511.CZC,SR
2271,白糖1601,CZCE,SR1601.CZC,SR
2272,白糖1603,CZCE,SR1603.CZC,SR
2273,白糖1605,CZCE,SR1605.CZC,SR
2274,白糖1607,CZCE,SR1607.CZC,SR
2275,白糖1609,CZCE,SR1609.CZC,SR
2276,白糖1611,CZCE,SR1611.CZC,SR
2277,白糖1701,CZCE,SR1701.CZC,SR
2278,白糖1703,CZCE,SR1703.CZC,SR
2279,白糖1705,CZCE,SR1705.CZC,SR
2280,白糖1707,CZCE,SR1707.CZC,SR
2281,白糖1709,CZCE,SR1709.CZC,SR
2282,白糖1711,CZCE,SR1711.CZC,SR
2283,白糖1801,CZCE,SR1801.CZC,SR
2284,白糖1803,CZCE,SR1803.CZC,SR
2285,白糖1805,CZCE,SR1805.CZC,SR
2286,白糖1807,CZCE,SR1807.CZC,SR
2287,白糖1809,CZCE,SR1809.CZC,SR
2288,白糖1811,CZCE,SR1811.CZC,SR
2289,白糖1901,CZCE,SR1901.CZC,SR
2290,白糖1903,CZCE,SR1903.CZC,SR
2291,白糖1905,CZCE,SR1905.CZC,SR
2292,白糖1907,CZCE,SR1907.CZC,SR
2293,白糖1909,CZCE,SR1909.CZC,SR
2294,白糖1911,CZCE,SR1911.CZC,SR
2295,白糖2001,CZCE,SR2001.CZC,SR
2296,白糖2003,CZCE,SR2003.CZC,SR
2297,白糖2005,CZCE,SR2005.CZC,SR
2298,白糖2007,CZCE,SR2007.CZC,SR
2299,白糖2009,CZCE,SR2009.CZC,SR
2300,白糖2011,CZCE,SR2011.CZC,SR
2301,白糖2101,CZCE,SR2101.CZC,SR
2302,白糖2103,CZCE,SR2103.CZC,SR
2303,白糖2105,CZCE,SR2105.CZC,SR
2304,白砂糖107,CZCE,SR2107.CZC,SR
2305,白砂糖109,CZCE,SR2109.CZC,SR
2306,白砂糖111,CZCE,SR2111.CZC,SR
2307,白砂糖201,CZCE,SR2201.CZC,SR
2308,白砂糖203,CZCE,SR2203.CZC,SR
2309,白砂糖205,CZCE,SR2205.CZC,SR
2310,白砂糖207,CZCE,SR2207.CZC,SR
2311,白砂糖209,CZCE,SR2209.CZC,SR
2312,白砂糖301,CZCE,SR2301.CZC,SR
2313,白砂糖211,CZCE,SR2211.CZC,SR
2314,白砂糖主力,CZCE,SR8888.CZC,SR
2315,白砂糖指数,CZCE,SR0000.CZC,SR
2316,白砂糖前复权主力,CZCE,SR9999.CZC,SR
2317,纸浆1906,SHFE,SP1906.SHF,SP
2318,纸浆1907,SHFE,SP1907.SHF,SP
2319,纸浆1908,SHFE,SP1908.SHF,SP
2320,纸浆1909,SHFE,SP1909.SHF,SP
2321,纸浆1910,SHFE,SP1910.SHF,SP
2322,纸浆1911,SHFE,SP1911.SHF,SP
2323,纸浆1912,SHFE,SP1912.SHF,SP
2324,纸浆2001,SHFE,SP2001.SHF,SP
2325,纸浆2002,SHFE,SP2002.SHF,SP
2326,纸浆2003,SHFE,SP2003.SHF,SP
2327,纸浆2004,SHFE,SP2004.SHF,SP
2328,纸浆2005,SHFE,SP2005.SHF,SP
2329,纸浆2006,SHFE,SP2006.SHF,SP
2330,纸浆2007,SHFE,SP2007.SHF,SP
2331,纸浆2008,SHFE,SP2008.SHF,SP
2332,纸浆2009,SHFE,SP2009.SHF,SP
2333,纸浆2010,SHFE,SP2010.SHF,SP
2334,纸浆2011,SHFE,SP2011.SHF,SP
2335,纸浆2012,SHFE,SP2012.SHF,SP
2336,纸浆2101,SHFE,SP2101.SHF,SP
2337,纸浆2102,SHFE,SP2102.SHF,SP
2338,纸浆2103,SHFE,SP2103.SHF,SP
2339,纸浆2104,SHFE,SP2104.SHF,SP
2340,纸浆2105,SHFE,SP2105.SHF,SP
2341,漂针浆2106,SHFE,SP2106.SHF,SP
2342,漂针浆2107,SHFE,SP2107.SHF,SP
2343,漂针浆2108,SHFE,SP2108.SHF,SP
2344,漂针浆2109,SHFE,SP2109.SHF,SP
2345,漂针浆2110,SHFE,SP2110.SHF,SP
2346,漂针浆2111,SHFE,SP2111.SHF,SP
2347,漂针浆2112,SHFE,SP2112.SHF,SP
2348,漂针浆2201,SHFE,SP2201.SHF,SP
2349,漂针浆2202,SHFE,SP2202.SHF,SP
2350,漂针浆2204,SHFE,SP2204.SHF,SP
2351,漂针浆2203,SHFE,SP2203.SHF,SP
2352,漂针浆2206,SHFE,SP2206.SHF,SP
2353,漂针浆2205,SHFE,SP2205.SHF,SP
2354,漂针浆2207,SHFE,SP2207.SHF,SP
2355,漂针浆2208,SHFE,SP2208.SHF,SP
2356,漂针浆2209,SHFE,SP2209.SHF,SP
2357,漂针浆2301,SHFE,SP2301.SHF,SP
2358,漂针浆2210,SHFE,SP2210.SHF,SP
2359,漂针浆2212,SHFE,SP2212.SHF,SP
2360,漂针浆2211,SHFE,SP2211.SHF,SP
2361,漂针浆主力,SHFE,SP8888.SHF,SP
2362,漂针浆指数,SHFE,SP0000.SHF,SP
2363,漂针浆前复权主力,SHFE,SP9999.SHF,SP
2364,聚丙烯1405,DCE,PP1405.DCE,PP
2365,聚丙烯1406,DCE,PP1406.DCE,PP
2366,聚丙烯1407,DCE,PP1407.DCE,PP
2367,聚丙烯1408,DCE,PP1408.DCE,PP
2368,聚丙烯1409,DCE,PP1409.DCE,PP
2369,聚丙烯1410,DCE,PP1410.DCE,PP
2370,聚丙烯1411,DCE,PP1411.DCE,PP
2371,聚丙烯1412,DCE,PP1412.DCE,PP
2372,聚丙烯1501,DCE,PP1501.DCE,PP
2373,聚丙烯1502,DCE,PP1502.DCE,PP
2374,聚丙烯1503,DCE,PP1503.DCE,PP
2375,聚丙烯1504,DCE,PP1504.DCE,PP
2376,聚丙烯1505,DCE,PP1505.DCE,PP
2377,聚丙烯1506,DCE,PP1506.DCE,PP
2378,聚丙烯1507,DCE,PP1507.DCE,PP
2379,聚丙烯1508,DCE,PP1508.DCE,PP
2380,聚丙烯1509,DCE,PP1509.DCE,PP
2381,聚丙烯1510,DCE,PP1510.DCE,PP
2382,聚丙烯1511,DCE,PP1511.DCE,PP
2383,聚丙烯1512,DCE,PP1512.DCE,PP
2384,聚丙烯1601,DCE,PP1601.DCE,PP
2385,聚丙烯1602,DCE,PP1602.DCE,PP
2386,聚丙烯1603,DCE,PP1603.DCE,PP
2387,聚丙烯1604,DCE,PP1604.DCE,PP
2388,聚丙烯1605,DCE,PP1605.DCE,PP
2389,聚丙烯1606,DCE,PP1606.DCE,PP
2390,聚丙烯1607,DCE,PP1607.DCE,PP
2391,聚丙烯1608,DCE,PP1608.DCE,PP
2392,聚丙烯1609,DCE,PP1609.DCE,PP
2393,聚丙烯1610,DCE,PP1610.DCE,PP
2394,聚丙烯1611,DCE,PP1611.DCE,PP
2395,聚丙烯1612,DCE,PP1612.DCE,PP
2396,聚丙烯1701,DCE,PP1701.DCE,PP
2397,聚丙烯1702,DCE,PP1702.DCE,PP
2398,聚丙烯1703,DCE,PP1703.DCE,PP
2399,聚丙烯1704,DCE,PP1704.DCE,PP
2400,聚丙烯1705,DCE,PP1705.DCE,PP
2401,聚丙烯1706,DCE,PP1706.DCE,PP
2402,聚丙烯1707,DCE,PP1707.DCE,PP
2403,聚丙烯1708,DCE,PP1708.DCE,PP
2404,聚丙烯1709,DCE,PP1709.DCE,PP
2405,聚丙烯1710,DCE,PP1710.DCE,PP
