time,close,high,low,open,volumefrom,volumeto,conversionType,conversionSymbol
1474761600,600.34,603.99,597.3,602.81,1453.45,872825.73,force_direct,
1474848000,609.18,610.1,599.86,600.34,3115.76,1889910.68,force_direct,
1474934400,605.0,609.91,602.01,609.53,3127.02,1895096.2,force_direct,
1475020800,603.9,605.77,603.07,605.64,1981.11,1197360.51,force_direct,
1475107200,604.31,607.96,603.04,604.08,3090.68,1871126.21,force_direct,
1475193600,611.0,613.27,603.99,605.04,2281.25,1384304.6,force_direct,
1475280000,614.08,616.87,611.44,613.72,1808.97,1111289.51,force_direct,
1475366400,610.03,614.21,575.0,614.08,4925.22,2957626.96,force_direct,
1475452800,612.43,618.0,608.91,610.03,3241.03,1985588.51,force_direct,
1475539200,610.66,614.11,609.63,612.43,4037.22,2468800.1,force_direct,
1475625600,614.05,617.28,610.0,611.0,3344.48,2053376.86,force_direct,
1475712000,613.55,615.9,612.68,614.05,3058.79,1878579.12,force_direct,
1475798400,618.82,621.71,613.0,613.55,4659.59,2879956.79,force_direct,
1475884800,620.76,622.87,617.91,620.28,2957.51,1834402.04,force_direct,
1475971200,616.56,620.91,614.01,620.76,2751.84,1699080.19,force_direct,
1476057600,618.81,620.0,615.91,616.54,2690.0,1662714.52,force_direct,
1476144000,643.66,646.86,618.06,619.24,11878.96,7542981.98,force_direct,
1476230400,638.03,644.07,636.91,643.17,3737.84,2394193.22,force_direct,
1476316800,637.46,644.29,636.38,637.17,4933.41,3157081.63,force_direct,
1476403200,641.35,645.4,636.72,637.46,6517.37,4181094.78,force_direct,
1476489600,639.6,645.69,637.91,643.37,2173.49,1394439.94,force_direct,
1476576000,644.12,645.8,639.82,640.44,2335.28,1503872.93,force_direct,
1476662400,639.94,644.5,637.58,644.5,4892.75,3133729.61,force_direct,
1476748800,639.33,641.98,632.93,639.94,6001.81,3830126.91,force_direct,
1476835200,631.32,644.0,627.84,639.33,9011.42,5722802.18,force_direct,
1476921600,632.57,633.61,628.0,630.88,3260.67,2057690.55,force_direct,
1477008000,636.15,639.0,632.3,632.39,7104.2,4519102.75,force_direct,
1477094400,662.86,672.2,635.06,635.91,9962.25,6547462.57,force_direct,
1477180800,657.27,670.88,656.04,670.7,5326.15,3524901.53,force_direct,
1477267200,655.03,659.41,654.01,658.0,5642.4,3700418.96,force_direct,
1477353600,656.14,670.0,652.6,654.64,5027.14,3319347.54,force_direct,
1477440000,678.03,685.84,659.32,659.32,11463.18,7713750.03,force_direct,
1477526400,686.0,690.92,676.69,678.7,12640.25,8653445.54,force_direct,
1477612800,692.76,695.34,681.08,686.0,10135.92,6988256.81,force_direct,
1477699200,719.88,724.0,692.29,692.92,14617.19,10379135.59,force_direct,
1477785600,701.74,716.66,696.96,706.03,11138.49,7872202.15,force_direct,
1477872000,701.9,709.0,687.6,701.74,8616.83,6037646.6,force_direct,
1477958400,734.15,746.55,701.39,701.6,22228.83,16244648.75,force_direct,
1478044800,737.89,739.95,723.59,731.41,8390.26,6133423.06,force_direct,
1478131200,690.07,753.65,676.0,747.18,26985.78,19474723.44,force_direct,
1478217600,708.44,710.9,687.01,696.91,13970.17,9788092.9,force_direct,
1478304000,708.39,713.88,700.82,706.83,5932.25,4199214.57,force_direct,
1478390400,713.01,721.61,700.01,709.23,6925.85,4932171.51,force_direct,
1478476800,707.84,712.71,700.02,712.71,3657.44,2581469.17,force_direct,
1478563200,714.01,717.99,703.0,704.78,9071.32,6460637.84,force_direct,
1478649600,723.85,743.06,708.5,714.01,15725.93,11469224.85,force_direct,
1478736000,714.87,725.0,709.13,724.39,4350.98,3112144.34,force_direct,
1478822400,714.8,719.37,712.03,714.87,4581.9,3278768.94,force_direct,
1478908800,703.8,716.99,700.1,714.8,6192.79,4382945.13,force_direct,
1478995200,703.97,706.47,687.6,703.4,8611.97,5994772.12,force_direct,
1479081600,705.01,709.91,698.76,703.97,5859.33,4121433.86,force_direct,
1479168000,712.18,720.05,705.01,705.01,7967.45,5689605.52,force_direct,
1479254400,744.98,747.49,710.0,711.02,17513.11,12831301.18,force_direct,
1479340800,739.99,763.85,735.0,746.3,14378.61,10760816.71,force_direct,
1479427200,751.34,759.89,734.5,738.46,6569.83,4921510.26,force_direct,
1479513600,753.38,759.99,740.0,753.97,5614.24,4217587.41,force_direct,
1479600000,729.79,757.0,711.16,752.04,13885.32,10181087.49,force_direct,
1479686400,738.78,740.6,728.08,729.99,7035.6,5178002.71,force_direct,
1479772800,747.96,753.91,733.25,739.0,9448.73,7030683.66,force_direct,
1479859200,740.0,750.4,730.79,750.4,5522.58,4091687.43,force_direct,
1479945600,737.33,744.32,727.61,742.4,5998.68,4414149.43,force_direct,
1480032000,740.42,741.12,730.0,736.62,3868.18,2838940.68,force_direct,
1480118400,731.99,741.12,720.0,740.42,4569.84,3341647.32,force_direct,
1480204800,722.83,736.19,722.51,731.26,3346.96,2442728.77,force_direct,
1480291200,731.74,734.99,725.68,725.76,4119.76,3012659.82,force_direct,
1480377600,730.66,734.89,728.68,731.99,5589.42,4091589.55,force_direct,
1480464000,740.0,743.14,728.98,730.72,5415.17,3995889.49,force_direct,
1480550400,754.49,756.0,739.2,740.0,13284.58,9966197.7,force_direct,
1480636800,774.01,779.21,755.37,755.43,13117.28,10098599.97,force_direct,
1480723200,764.41,774.6,755.98,774.6,5615.49,4295061.63,force_direct,
1480809600,767.85,769.99,758.82,764.27,3985.15,3045714.4,force_direct,
1480896000,752.55,768.97,744.59,767.84,9868.74,7432119.1,force_direct,
1480982400,756.81,758.5,750.88,752.51,5242.79,3960046.65,force_direct,
1481068800,767.4,774.92,746.16,756.97,10417.69,7965566.12,force_direct,
1481155200,768.08,773.2,762.66,765.01,4629.65,3555555.05,force_direct,
1481241600,770.5,772.72,765.0,767.2,3552.53,2732458.36,force_direct,
1481328000,773.35,777.77,770.03,770.03,2961.21,2291986.43,force_direct,
1481414400,768.32,773.71,761.84,773.71,3626.83,2779261.55,force_direct,
1481500800,778.0,785.0,770.21,770.21,6648.83,5169955.74,force_direct,
1481587200,779.63,788.87,762.89,778.0,5494.92,4275048.88,force_direct,
1481673600,774.5,781.16,771.15,776.16,3555.55,2763541.43,force_direct,
1481760000,777.31,780.12,775.08,775.08,3091.04,2404366.75,force_direct,
1481846400,784.08,785.06,775.85,777.79,4557.82,3563603.38,force_direct,
1481932800,790.99,793.0,782.93,784.47,5598.39,4418937.47,force_direct,
1482019200,790.32,792.8,784.36,790.99,2080.48,1641743.23,force_direct,
1482105600,791.07,792.27,787.75,790.13,1971.55,1557918.92,force_direct,
1482192000,801.42,802.0,787.86,790.67,6089.73,4831047.02,force_direct,
1482278400,825.99,828.69,796.27,796.27,13546.39,11058236.97,force_direct,
1482364800,860.02,874.0,828.35,830.0,14034.74,12023333.04,force_direct,
1482451200,914.36,920.0,859.09,859.19,23867.29,21424037.76,force_direct,
1482537600,893.02,919.99,882.53,919.5,6807.15,6141697.35,force_direct,
1482624000,899.15,904.55,858.62,893.67,11292.61,9919489.48,force_direct,
1482710400,907.71,920.0,894.21,903.53,10835.49,9827247.08,force_direct,
1482796800,929.87,940.0,903.51,905.68,8627.88,8007783.28,force_direct,
1482883200,982.99,983.0,940.0,943.14,18747.03,17988450.26,force_direct,
1482969600,976.5,983.0,945.0,977.41,19891.9,19266878.36,force_direct,
1483056000,960.04,971.0,929.5,970.0,17451.89,16597068.3,force_direct,
1483142400,965.06,967.99,945.01,960.25,6507.53,6221828.54,force_direct,
1483228800,1000.0,1006.5,961.26,965.03,12067.43,11936275.58,force_direct,
1483315200,1020.0,1035.0,994.1,998.01,19162.22,19527038.58,force_direct,
1483401600,1038.6,1038.7,1013.5,1020.7,11933.65,12223004.43,force_direct,
1483488000,1137.3,1150.0,1036.4,1038.9,48895.2,53619868.88,force_direct,
1483574400,988.1,1166.0,851.0,1128.8,69349.58,70871745.44,force_direct,
1483660800,892.72,1025.0,871.0,1003.9,49640.17,45814192.85,force_direct,
1483747200,899.87,911.09,815.0,896.9,30463.8,26423271.54,force_direct,
1483833600,907.19,943.6,890.0,905.2,23992.48,22020064.38,force_direct,
1483920000,906.25,914.9,875.0,914.78,13765.25,12321576.78,force_direct,
1484006400,909.51,918.0,895.48,902.01,9652.63,8766481.46,force_direct,
1484092800,786.44,923.66,760.0,908.89,44820.92,36951421.76,force_direct,
1484179200,814.8,831.18,740.2,748.34,24502.69,19261550.83,force_direct,
1484265600,825.89,832.39,775.61,814.8,23023.94,18592012.31,force_direct,
1484352000,816.63,838.54,800.03,833.37,9547.12,7861314.23,force_direct,
1484438400,821.15,822.98,805.03,820.02,4417.07,3598559.21,force_direct,
1484524800,829.47,837.89,813.94,820.3,6079.14,5024260.93,force_direct,
1484611200,904.1,910.8,828.0,830.98,21795.91,19180739.03,force_direct,
1484697600,876.5,913.85,847.23,906.4,16596.61,14598995.22,force_direct,
1484784000,899.97,910.03,883.55,892.49,11342.3,10162566.97,force_direct,
1484870400,893.51,904.85,883.06,901.7,7669.49,6875233.15,force_direct,
1484956800,924.28,931.01,893.89,894.47,9754.04,8961827.67,force_direct,
1485043200,917.12,939.8,892.0,925.7,14843.05,13624445.01,force_direct,
1485129600,919.0,928.82,910.01,924.07,7671.57,7056920.61,force_direct,
1485216000,892.11,927.34,887.5,894.29,13892.71,12551703.45,force_direct,
1485302400,893.19,899.61,884.2,887.66,8709.61,7768262.04,force_direct,
1485388800,915.98,917.64,893.49,898.21,6675.93,6059441.02,force_direct,
1485475200,916.37,922.16,905.05,916.01,7567.15,6929366.59,force_direct,
1485561600,919.14,923.99,915.01,916.37,3040.76,2795500.51,force_direct,
1485648000,912.99,922.99,910.72,919.53,2252.86,2066392.58,force_direct,
1485734400,919.11,920.87,910.01,911.01,2671.63,2451141.67,force_direct,
1485820800,968.42,969.4,916.93,917.3,14406.69,13686424.05,force_direct,
1485907200,984.01,985.0,960.1,966.19,9400.31,9123887.74,force_direct,
1485993600,1006.5,1010.5,970.1,985.97,13657.81,13574833.24,force_direct,
1486080000,1013.0,1020.5,986.11,1005.7,14772.11,14909121.69,force_direct,
1486166400,1031.8,1040.0,1001.6,1018.8,10742.86,10996257.41,force_direct,
1486252800,1010.0,1033.0,995.1,1030.1,9699.74,9839573.86,force_direct,
1486339200,1023.0,1026.3,1007.5,1007.5,7042.02,7179731.27,force_direct,
1486425600,1053.6,1055.0,1021.7,1022.3,10798.44,11266504.53,force_direct,
1486512000,1055.0,1068.2,1007.1,1056.4,17941.52,18758915.89,force_direct,
1486598400,980.0,1078.0,936.34,1053.4,42868.34,42679181.37,force_direct,
1486684800,994.79,1002.0,949.36,988.0,17979.64,17500537.07,force_direct,
1486771200,1002.8,1009.0,984.01,993.5,7451.37,7455668.53,force_direct,
1486857600,996.01,1005.4,992.33,1000.5,3480.13,3472392.39,force_direct,
1486944000,995.69,1004.7,974.22,996.46,7339.07,7264029.42,force_direct,
1487030400,1013.1,1019.0,988.6,996.83,9476.04,9550601.55,force_direct,
1487116800,1013.9,1018.2,1002.3,1013.8,4036.46,4080423.01,force_direct,
1487203200,1038.5,1045.8,1013.9,1013.9,8707.86,8988965.55,force_direct,
1487289600,1056.2,1067.4,1033.2,1038.5,11115.68,11691304.5,force_direct,
1487376000,1059.8,1071.1,1053.1,1056.2,5505.34,5858277.52,force_direct,
1487462400,1056.2,1066.0,1045.0,1059.8,4765.98,5030002.75,force_direct,
1487548800,1091.2,1110.0,1040.1,1056.2,7640.54,8176376.26,force_direct,
1487635200,1129.6,1134.0,1085.0,1091.2,18565.39,20601253.56,force_direct,
1487721600,1125.5,1140.0,1106.4,1129.6,9807.18,11026375.97,force_direct,
1487808000,1189.8,1197.0,1116.5,1125.5,19114.57,22159225.71,force_direct,
1487894400,1185.4,1222.4,1110.0,1189.8,32348.11,38169142.89,force_direct,
1487980800,1153.0,1189.9,1131.3,1185.4,12540.19,14486484.76,force_direct,
1488067200,1178.3,1186.1,1130.7,1153.0,8531.3,9938097.01,force_direct,
1488153600,1195.5,1204.0,1170.0,1178.3,8751.5,10391542.37,force_direct,
1488240000,1189.1,1216.0,1176.6,1195.5,13608.74,16251499.88,force_direct,
1488326400,1233.2,1236.4,1186.0,1189.1,16589.62,20165589.45,force_direct,
1488412800,1258.0,1285.9,1212.0,1233.2,21274.82,26536494.73,force_direct,
1488499200,1289.2,1294.9,1256.2,1258.0,16223.73,20748814.46,force_direct,
1488585600,1267.8,1291.9,1240.0,1289.2,11156.61,14131545.81,force_direct,
1488672000,1278.4,1279.9,1245.0,1267.8,6711.15,8495853.37,force_direct,
1488758400,1279.2,1287.8,1268.0,1278.4,7875.3,10069995.03,force_direct,
1488844800,1232.4,1282.0,1185.0,1279.2,28634.69,35444302.78,force_direct,
1488931200,1150.0,1243.6,1142.2,1232.4,34649.53,41164704.13,force_direct,
1489017600,1190.4,1207.6,1136.0,1150.0,19542.81,22985798.25,force_direct,
1489104000,1115.4,1338.7,958.5,1190.4,56612.42,66675093.83,force_direct,
1489190400,1172.4,1196.6,1101.2,1115.4,23699.4,27539084.24,force_direct,
1489276800,1224.4,1232.7,1166.8,1172.4,13629.31,16371340.63,force_direct,
1489363200,1238.5,1247.3,1206.7,1224.4,17282.94,21246366.91,force_direct,
1489449600,1245.0,1258.8,1218.9,1238.5,13549.92,16837507.4,force_direct,
1489536000,1256.1,1263.9,1241.0,1245.0,14153.19,17720357.95,force_direct,
1489622400,1168.6,1259.7,1132.5,1256.1,51338.7,61493975.27,force_direct,
1489708800,1070.4,1169.8,1065.0,1168.6,59061.2,66236411.01,force_direct,
1489795200,971.5,1097.9,935.11,1070.4,87255.4,87475913.86,force_direct,
1489881600,1016.5,1059.0,969.4,971.5,40435.31,40991432.89,force_direct,
1489968000,1040.5,1054.2,1011.0,1016.5,20484.88,21212069.7,force_direct,
1490054400,1115.9,1122.3,1039.0,1040.5,33381.35,36344220.97,force_direct,
1490140800,1039.1,1116.0,985.55,1115.9,41239.79,42990868.14,force_direct,
1490227200,1032.7,1055.0,1018.0,1039.1,19283.92,20037335.53,force_direct,
1490313600,942.13,1034.6,928.0,1032.7,43350.36,42338719.65,force_direct,
1490400000,972.17,981.0,888.2,942.13,45924.28,42792746.73,force_direct,
1490486400,968.9,1006.0,950.1,972.17,33195.11,32316600.16,force_direct,
1490572800,1042.7,1046.9,960.1,968.9,31886.1,32244772.04,force_direct,
1490659200,1044.7,1068.9,1016.2,1042.7,25220.46,26313485.18,force_direct,
1490745600,1041.8,1059.0,1008.5,1044.7,22301.89,23084270.85,force_direct,
1490832000,1041.2,1053.5,1021.2,1041.8,24746.81,25605061.88,force_direct,
1490918400,1081.5,1089.4,1035.0,1041.2,27459.61,29174843.35,force_direct,
1491004800,1093.5,1106.9,1070.0,1081.5,16953.81,18440048.86,force_direct,
1491091200,1107.5,1118.2,1080.9,1093.5,20369.3,22435521.05,force_direct,
1491177600,1150.1,1159.9,1107.5,1107.5,30302.45,34513229.49,force_direct,
1491264000,1145.8,1165.6,1124.0,1150.1,21145.77,24188739.21,force_direct,
1491350400,1140.4,1146.7,1111.2,1145.8,22510.11,25406760.05,force_direct,
1491436800,1191.5,1206.4,1140.3,1140.4,31794.65,37339324.84,force_direct,
1491523200,1196.6,1209.0,1176.7,1191.5,20433.2,24400444.04,force_direct,
1491609600,1188.1,1202.9,1171.0,1196.6,10989.02,13067156.74,force_direct,
1491696000,1215.9,1226.9,1179.4,1188.1,16309.01,19667411.36,force_direct,
1491782400,1220.3,1229.9,1208.0,1215.9,11517.74,14035299.26,force_direct,
1491868800,1235.6,1244.7,1209.1,1220.3,9545.31,11720426.44,force_direct,
1491955200,1227.4,1244.3,1221.0,1235.6,11999.5,14759175.55,force_direct,
1492041600,1187.0,1235.3,1163.3,1227.4,19110.96,22817952.66,force_direct,
1492128000,1206.8,1219.2,1184.0,1187.0,12297.2,14810285.97,force_direct,
1492214400,1193.3,1215.0,1190.0,1206.8,9138.41,11015585.81,force_direct,
1492300800,1212.0,1217.6,1190.1,1193.3,4499.8,5433654.57,force_direct,
1492387200,1240.0,1247.0,1202.0,1212.0,15141.77,18622067.58,force_direct,
1492473600,1265.4,1274.8,1237.0,1240.0,16097.61,20275874.84,force_direct,
1492560000,1260.5,1272.0,1254.3,1265.4,7583.27,9579217.64,force_direct,
1492646400,1308.5,1326.9,1259.9,1260.5,15456.63,19984616.58,force_direct,
1492732800,1327.1,1333.1,1307.0,1308.5,7956.95,10505552.47,force_direct,
1492819200,1346.4,1354.9,1290.0,1327.1,12356.73,16346753.0,force_direct,
1492905600,1355.2,1359.0,1336.0,1346.4,7736.11,10409002.74,force_direct,
1492992000,1345.0,1359.6,1325.0,1355.2,7911.37,10609092.33,force_direct,
1493078400,1371.1,1378.5,1342.1,1345.0,8266.18,11238296.76,force_direct,
1493164800,1400.0,1411.7,1362.3,1371.1,11690.18,16251969.47,force_direct,
1493251200,1440.3,1449.7,1392.5,1400.0,10387.16,14759655.17,force_direct,
1493337600,1415.6,1447.0,1366.0,1440.3,13986.09,19644622.65,force_direct,
1493424000,1423.6,1439.5,1400.1,1415.6,8763.05,12431449.26,force_direct,
1493510400,1435.0,1443.7,1400.1,1423.6,8510.98,12101098.5,force_direct,
1493596800,1533.0,1560.0,1432.0,1435.0,22279.94,33375127.11,force_direct,
1493683200,1558.5,1604.6,1473.0,1533.0,16659.38,25884018.09,force_direct,
1493769600,1619.0,1627.0,1541.9,1558.5,17056.26,26980775.65,force_direct,
1493856000,1607.1,1702.0,1519.0,1619.0,31378.22,50799377.35,force_direct,
1493942400,1545.1,1665.9,1505.0,1607.1,32597.91,51871512.19,force_direct,
1494028800,1597.0,1605.1,1540.1,1545.1,13997.28,22074695.27,force_direct,
1494115200,1619.9,1632.5,1575.1,1597.0,13865.14,22162927.54,force_direct,
1494201600,1703.5,1715.0,1618.9,1619.9,19871.59,33262962.36,force_direct,
1494288000,1760.0,1815.0,1695.1,1703.5,31178.26,54756178.46,force_direct,
1494374400,1796.9,1817.4,1722.3,1760.0,18588.64,32949846.13,force_direct,
1494460800,1853.9,1908.1,1763.6,1796.9,24302.32,45068615.33,force_direct,
1494547200,1735.0,1864.8,1700.2,1853.9,21271.8,37990316.93,force_direct,
1494633600,1819.5,1825.0,1666.0,1735.0,16510.67,28681202.38,force_direct,
1494720000,1827.3,1852.4,1775.2,1819.5,11318.56,20586472.38,force_direct,
1494806400,1772.0,1830.4,1719.0,1827.3,15716.65,27693607.32,force_direct,
1494892800,1786.2,1795.1,1728.0,1772.0,9817.99,17346187.37,force_direct,
1494979200,1870.0,1894.0,1766.3,1786.2,15858.08,29297180.18,force_direct,
1495065600,1941.5,1954.6,1861.0,1870.0,12882.35,24536188.7,force_direct,
1495152000,1966.5,2000.0,1925.0,1941.5,22976.27,45110082.63,force_direct,
1495238400,2059.3,2072.2,1962.9,1966.5,21664.61,43456944.32,force_direct,
1495324800,2026.6,2099.1,2000.1,2059.3,17183.56,35166623.04,force_direct,
1495411200,2087.3,2222.2,1978.0,2026.6,57087.49,121940867.43,force_direct,
1495497600,2249.6,2264.2,2060.0,2087.3,22490.66,49090411.42,force_direct,
1495584000,2395.5,2444.9,2246.1,2249.6,29488.9,69164293.42,force_direct,
1495670400,2268.1,2690.0,2141.1,2395.5,55066.65,134699209.58,force_direct,
1495756800,2125.9,2477.0,2007.0,2268.1,39589.38,89238004.69,force_direct,
1495843200,1980.2,2210.8,1810.0,2125.9,46977.32,92267027.05,force_direct,
1495929600,2056.9,2194.4,1950.0,1980.2,25725.32,53060925.48,force_direct,
1496016000,2207.4,2249.8,1990.0,2056.9,16447.94,35279361.31,force_direct,
1496102400,2146.7,2265.0,2080.1,2207.4,21397.71,46720034.03,force_direct,
1496188800,2191.83,2241.0,2000.0,2146.7,21188.95,45320695.64,force_direct,
1496275200,2312.0,2368.2,2187.3,2191.83,18938.92,43379108.76,force_direct,
1496361600,2405.9,2408.0,2262.8,2312.0,12520.42,29204914.55,force_direct,
1496448000,2461.0,2481.2,2347.6,2405.9,10732.24,26001174.91,force_direct,
1496534400,2488.2,2498.0,2365.0,2461.0,11832.73,28995793.57,force_direct,
1496620800,2636.9,2649.5,2480.0,2488.2,15369.56,39246152.92,force_direct,
1496707200,2844.6,2899.7,2620.0,2636.9,42628.89,118717043.02,force_direct,
1496793600,2644.0,2850.0,2600.1,2844.6,22050.98,60330076.07,force_direct,
1496880000,2781.5,2789.5,2527.0,2644.0,16924.65,45639701.26,force_direct,
1496966400,2809.0,2849.8,2763.9,2781.5,9494.04,26702274.88,force_direct,
1497052800,2806.0,2890.5,2711.1,2809.0,16126.08,45562093.73,force_direct,
1497139200,2941.8,3003.0,2793.4,2806.0,18980.55,54954570.92,force_direct,
1497225600,2569.6,2962.2,2284.4,2941.8,48257.14,126451791.74,force_direct,
1497312000,2677.1,2730.0,2528.1,2569.6,23124.31,61324391.04,force_direct,
1497398400,2394.3,2722.42,2280.0,2677.1,34620.23,86803512.1,force_direct,
1497484800,2377.5,2455.0,2046.0,2394.3,55738.49,125760671.73,force_direct,
1497571200,2437.5,2487.0,2257.8,2377.5,22346.98,53476135.5,force_direct,
1497657600,2610.1,2636.9,2368.1,2437.5,16601.01,42015797.77,force_direct,
1497744000,2491.4,2640.0,2420.0,2610.1,19960.19,50499863.25,force_direct,
1497830400,2582.0,2593.9,2480.0,2491.4,13698.93,34819054.15,force_direct,
1497916800,2715.3,2780.0,2568.2,2582.0,20362.96,54709113.3,force_direct,
1498003200,2624.4,2760.0,2572.3,2715.3,24496.32,65430744.79,force_direct,
1498089600,2672.8,2709.0,2554.8,2624.4,15146.45,40077838.0,force_direct,
1498176000,2674.9,2726.0,2652.0,2672.8,8126.1,21864850.07,force_direct,
1498262400,2502.6,2700.0,2452.87,2674.9,16740.55,43047591.02,force_direct,
1498348800,2483.3,2595.0,2368.3,2502.6,18107.65,44957049.54,force_direct,
1498435200,2393.6,2510.4,2258.7,2483.3,36206.56,85985427.82,force_direct,
1498521600,2521.2,2524.0,2207.8,2393.6,33419.14,78678963.04,force_direct,
1498608000,2518.2,2566.8,2403.2,2521.2,21810.07,54170917.75,force_direct,
1498694400,2472.4,2537.8,2424.0,2518.2,12942.98,32230410.38,force_direct,
1498780800,2420.6,2511.1,2404.0,2472.4,10388.17,25634710.44,force_direct,
1498867200,2346.2,2441.0,2291.0,2420.6,15052.06,35604857.07,force_direct,
1498953600,2445.1,2476.3,2302.0,2346.2,12019.8,28621662.22,force_direct,
1499040000,2524.0,2587.4,2416.2,2445.1,16084.42,40442618.8,force_direct,
1499126400,2579.9,2628.6,2511.0,2524.0,15727.92,40513200.27,force_direct,
1499212800,2598.6,2618.4,2477.9,2579.9,13512.94,34467267.36,force_direct,
1499299200,2593.2,2607.1,2546.0,2598.6,9808.57,25289999.3,force_direct,
1499385600,2479.3,2598.8,2447.0,2593.2,17667.53,44219690.2,force_direct,
1499472000,2542.0,2542.6,2436.1,2479.3,9684.82,24048730.84,force_direct,
1499558400,2477.9,2555.7,2470.8,2542.0,7769.32,19575449.5,force_direct,
1499644800,2318.3,2499.9,2236.6,2477.9,28034.91,66540407.9,force_direct,
1499731200,2283.8,2375.0,2182.0,2318.3,32962.41,75687918.75,force_direct,
1499817600,2375.6,2397.0,2190.0,2283.8,21636.43,50076595.45,force_direct,
1499904000,2330.1,2400.0,2293.1,2375.6,18394.72,43028405.72,force_direct,
1499990400,2206.5,2345.6,2138.0,2330.1,27714.62,61806442.77,force_direct,
1500076800,1978.6,2210.1,1975.1,2206.5,41683.1,85778856.87,force_direct,
1500163200,1925.0,2051.1,1826.2,1978.6,52954.38,101888956.04,force_direct,
1500249600,2220.0,2223.5,1923.2,1925.0,40398.35,83697122.62,force_direct,
1500336000,2302.8,2380.2,2139.0,2220.0,44067.62,100468765.49,force_direct,
1500422400,2253.4,2400.0,2213.9,2302.8,35608.13,82150377.33,force_direct,
1500508800,2865.1,2900.0,2253.3,2253.4,82107.13,213457419.38,force_direct,
1500595200,2659.0,2890.0,2615.0,2865.1,57314.78,156315657.98,force_direct,
1500681600,2844.7,2917.0,2642.8,2659.0,35105.01,98772876.43,force_direct,
1500768000,2750.1,2877.5,2655.0,2844.7,35037.02,97155480.48,force_direct,
1500854400,2769.7,2812.0,2707.1,2750.1,20635.15,56921323.09,force_direct,
1500940800,2560.9,2790.1,2417.0,2769.7,55948.01,144826119.23,force_direct,
1501027200,2527.74,2612.0,2404.0,2560.9,34095.72,84863270.68,force_direct,
1501113600,2664.6,2682.2,2511.0,2527.74,31295.23,80977858.97,force_direct,
1501200000,2784.8,2820.0,2655.5,2664.6,40461.76,110994811.62,force_direct,
1501286400,2713.1,2794.2,2662.0,2784.8,24013.92,65291917.49,force_direct,
1501372800,2748.2,2760.0,2582.9,2713.1,34870.2,93675995.23,force_direct,
1501459200,2854.3,2883.5,2694.4,2748.2,27534.91,76572323.07,force_direct,
1501545600,2731.3,2902.2,2604.0,2854.3,42218.7,116073025.92,force_direct,
1501632000,2702.0,2758.0,2610.0,2731.3,23688.29,64102816.45,force_direct,
1501718400,2790.3,2820.0,2698.0,2702.0,16773.53,46230051.29,force_direct,
1501804800,2860.0,2876.0,2762.1,2790.3,18909.44,53557929.46,force_direct,
1501891200,3252.3,3339.5,2853.3,2860.0,50437.82,159197332.19,force_direct,
1501977600,3232.1,3315.5,3155.8,3252.3,16918.06,54834443.94,force_direct,
1502064000,3396.0,3440.0,3190.0,3232.1,24469.93,81595403.28,force_direct,
1502150400,3415.0,3483.8,3340.0,3396.0,31626.45,108062486.54,force_direct,
1502236800,3340.4,3430.0,3235.1,3415.0,26188.17,87253346.06,force_direct,
1502323200,3405.0,3447.0,3310.0,3340.4,19082.0,64821114.81,force_direct,
1502409600,3643.4,3695.0,3380.0,3405.0,26343.39,92908031.82,force_direct,
1502496000,3866.2,3970.1,3589.5,3643.4,37553.4,142522025.06,force_direct,
1502582400,4061.6,4190.0,3834.2,3866.2,48048.6,192980115.06,force_direct,
1502668800,4320.8,4330.3,3951.0,4061.6,34116.39,143343011.39,force_direct,
1502755200,4151.8,4430.0,3832.5,4320.8,63444.96,261426829.25,force_direct,
1502841600,4386.4,4405.0,3925.1,4151.8,35188.23,147222534.81,force_direct,
1502928000,4263.0,4492.3,4152.0,4386.4,39444.82,171033363.79,force_direct,
1503014400,4090.1,4360.0,3954.0,4263.0,46661.51,194422803.04,force_direct,
1503100800,4145.0,4187.0,3907.0,4090.1,41634.3,168791497.58,force_direct,
1503187200,4063.1,4199.9,3975.1,4145.0,25039.02,102788820.52,force_direct,
1503273600,3998.2,4094.7,3951.0,4063.1,26490.64,106529064.78,force_direct,
1503360000,4081.9,4141.9,3599.0,3998.2,61608.87,239111044.26,force_direct,
1503446400,4130.2,4255.2,4045.0,4081.9,27409.42,113729659.02,force_direct,
1503532800,4322.1,4381.0,4089.9,4130.2,21971.13,92780188.66,force_direct,
1503619200,4351.5,4464.2,4250.0,4322.1,26981.2,117499766.84,force_direct,
1503705600,4340.4,4364.0,4240.7,4351.5,14750.64,63447147.77,force_direct,
1503792000,4332.8,4406.7,4304.4,4340.4,11125.02,48351459.92,force_direct,
1503878400,4385.1,4395.5,4175.0,4332.8,21069.52,90446789.75,force_direct,
1503964800,4587.1,4648.8,4325.1,4385.1,32510.39,146911652.42,force_direct,
1504051200,4568.0,4643.0,4481.0,4587.1,17011.68,77658541.41,force_direct,
1504137600,4718.3,4749.9,4566.9,4568.0,18402.94,86014991.15,force_direct,
1504224000,4907.7,4936.9,4660.0,4718.3,28714.49,137849604.85,force_direct,
1504310400,4532.3,4970.0,4400.1,4907.7,54682.27,252919826.45,force_direct,
1504396800,4598.5,4699.9,4331.0,4532.3,33471.46,151880017.94,force_direct,
1504483200,4205.0,4611.6,4052.0,4598.5,58820.61,251482158.52,force_direct,
